result_count,comp_country,comp_iso,person_country,person_iso
180,Hungary,HU,Other European countries,HR
180,Poland,PL,Other European countries,DK
179,Other European countries,HR,Other European countries,UA
178,Other European countries,PT,Belgium,BE
178,Other European countries,Other European countries,Spain,ES
177,Spain,ES,Other European countries,SK
176,Other European countries,RO,Other European countries,RS
174,Other European countries,DK,Other European countries,EE
174,Other European countries,ME,Other European countries,RS
171,Other European countries,GE,Other European countries,BY
171,Other European countries,Other European countries,Other European countries,IT
165,Other European countries,SE,Other European countries,UA
164,Other European countries,SE,Other European countries,IS
164,Other European countries,SI,Other European countries,RS
163,Other European countries,LI,Other European countries,AT
163,Other European countries,NO,Other European countries,IT
160,Hungary,HU,Other European countries,SE
159,Other European countries,FI,Other European countries,TR
158,Other European countries,BG,Other European countries,GR
158,Czech Republic,CZ,Other European countries,FI
157,Other European countries,HR,Other European countries,RU
157,Netherlands,NL,Switzerland,CH
157,Other European countries,RS,Other European countries,GR
154,Other European countries,HR,Germany,DE
153,Switzerland,CH,Netherlands,NL
153,France,FR,Other European countries,TR
152,Other European countries,GR,Other European countries,RO
151,Other European countries,SE,Other European countries,LV
151,Other European countries,Other European countries,Other European countries,UA
150,Other European countries,LU,Netherlands,NL
146,Other European countries,SI,Other European countries,BA
145,Other European countries,Other European countries,Germany,DE
144,Other European countries,IT,Other European countries,FI
144,Other European countries,MT,Other European countries,IT
144,Other European countries,NO,Other European countries,IS
142,Other European countries,DK,Other European countries,IS
141,Other European countries,AT,Other European countries,LU
140,Hungary,HU,Spain,ES
140,Other European countries,MK,Other European countries,XK
139,Czech Republic,CZ,Switzerland,CH
139,Other European countries,GR,Other European countries,DK
137,Other European countries,SE,Switzerland,CH
135,Other European countries,DK,Czech Republic,CZ
135,United Kingdom,GB,Other European countries,FI
134,Other European countries,IT,Netherlands,NL
134,Other European countries,TR,Spain,ES
133,Other European countries,AT,Other European countries,RO
133,Belgium,BE,Other European countries,MD
133,United Kingdom,GB,Other European countries,AT
133,Other European countries,GR,Other European countries,FI
133,Poland,PL,Spain,ES
133,Other European countries,RU,Other European countries,AM
132,Poland,PL,Other European countries,IL
132,Poland,PL,Other European countries,LV
131,Other European countries,BA,Other European countries,AT
131,Other European countries,DK,Other European countries,AT
131,Hungary,HU,Other European countries,UA
130,Poland,PL,Other European countries,FI
130,Other European countries,PT,Poland,PL
129,United Kingdom,GB,Other European countries,CY
127,Netherlands,NL,Other European countries,AT
127,Other European countries,TR,Other European countries,BG
126,Belgium,BE,Other European countries,BG
126,Other European countries,IT,Belgium,BE
124,Other European countries,LV,Other European countries,FI
123,Switzerland,CH,Other European countries,LU
123,Other European countries,SE,Spain,ES
122,Other European countries,IE,Other European countries,RU
121,Other European countries,SK,Other European countries,IT
121,Other European countries,Other European countries,United Kingdom,GB
120,Other European countries,IS,Other European countries,DK
120,Netherlands,NL,Other European countries,SE
119,Other European countries,IS,Germany,DE
119,Other European countries,RS,Other European countries,MK
118,Other European countries,AZ,Other European countries,RU
118,Other European countries,DK,Other European countries,RU
117,Switzerland,CH,Other European countries,UA
115,Belgium,BE,Other European countries,SK
115,Other European countries,RO,Germany,DE
115,Other European countries,TR,United Kingdom,GB
113,Other European countries,LT,Other European countries,EE
112,Switzerland,CH,Other European countries,RO
112,Other European countries,IS,Other European countries,SE
111,United Kingdom,GB,Other European countries,SK
111,Other European countries,IE,Belgium,BE
111,Other European countries,IS,United Kingdom,GB
110,Other European countries,DK,Other European countries,IE
110,Hungary,HU,United Kingdom,GB
110,Other European countries,IE,Switzerland,CH
110,Other European countries,IE,Other European countries,IT
110,Other European countries,ME,Other European countries,BA
109,Switzerland,CH,Other European countries,TR
109,Other European countries,IE,Other European countries,SE
109,Other European countries,Other European countries,Hungary,HU
108,Other European countries,GR,France,FR
108,Other European countries,NO,Other European countries,UA
108,Other European countries,PT,Other European countries,UA
108,Other European countries,SK,France,FR
108,Other European countries,TR,Other European countries,RO
107,Other European countries,CY,Poland,PL
107,France,FR,Czech Republic,CZ
107,Other European countries,MD,Other European countries,RO
107,Other European countries,PT,Other European countries,IT
106,Switzerland,CH,Other European countries,SE
105,France,FR,Other European countries,NO
105,Other European countries,GR,Other European countries,AL
105,Other European countries,LV,Other European countries,IL
105,Other European countries,SM,Switzerland,CH
104,Hungary,HU,Other European countries,DK
104,Netherlands,NL,Czech Republic,CZ
104,Other European countries,SI,Poland,PL
103,Other European countries,IE,Czech Republic,CZ
103,Other European countries,RS,Other European countries,IT
101,Other European countries,GR,Germany,DE
99,Other European countries,AL,Other European countries,MK
99,Switzerland,CH,Other European countries,LI
99,Other European countries,EE,Other European countries,IT
98,Other European countries,IS,Poland,PL
98,Poland,PL,Other European countries,NO
97,Other European countries,IE,Other European countries,RO
97,Other European countries,LT,Other European countries,RU
97,Other European countries,SE,Czech Republic,CZ
96,Switzerland,CH,Other European countries,IL
96,Other European countries,IT,Other European countries,TR
95,Other European countries,TR,Netherlands,NL
93,Other European countries,IT,Other European countries,IE
92,Spain,ES,Other European countries,LV
92,Other European countries,LV,Other European countries,IT
91,Other European countries,AT,France,FR
91,Other European countries,IT,Other European countries,HR
91,Other European countries,SE,Belgium,BE
90,Belgium,BE,Other European countries,UA
90,Germany,DE,Other European countries,IS
90,Other European countries,Other European countries,Other European countries,RU
89,Other European countries,FI,Netherlands,NL
88,Other European countries,LT,France,FR
88,Other European countries,LU,Spain,ES
88,Other European countries,MK,Other European countries,RS
88,Other European countries,SI,Other European countries,UA
87,Other European countries,BY,Poland,PL
87,Germany,DE,Other European countries,SK
87,France,FR,Other European countries,BG
87,United Kingdom,GB,Other European countries,PT
87,Hungary,HU,Other European countries,FI
86,Other European countries,HR,France,FR
86,Other European countries,HR,Other European countries,IT
86,Netherlands,NL,Other European countries,FI
86,Other European countries,RO,Poland,PL
86,Other European countries,RS,Other European countries,ME
85,Switzerland,CH,Czech Republic,CZ
85,Other European countries,EE,United Kingdom,GB
85,Other European countries,IT,Czech Republic,CZ
85,Other European countries,IT,Other European countries,LT
85,Netherlands,NL,Other European countries,IL
84,Other European countries,BG,Other European countries,UA
84,Other European countries,IT,Other European countries,AL
84,Other European countries,NO,Switzerland,CH
84,Other European countries,RU,Other European countries,EE
83,Other European countries,RO,Other European countries,UA
82,Other European countries,LV,Other European countries,UA
81,Other European countries,IS,France,FR
81,Other European countries,LI,United Kingdom,GB
81,Other European countries,RO,France,FR
81,Other European countries,SI,Other European countries,SK
81,Other European countries,Other European countries,France,FR
80,Czech Republic,CZ,Other European countries,NO
80,Other European countries,IT,Other European countries,GR
80,Other European countries,SK,Other European countries,IE
79,Other European countries,DK,Other European countries,LT
79,Other European countries,EE,Switzerland,CH
79,Other European countries,GR,United Kingdom,GB
79,Other European countries,Other European countries,Other European countries,DK
78,Other European countries,BG,Hungary,HU
78,Other European countries,IT,Other European countries,SK
78,Other European countries,PT,Netherlands,NL
78,Other European countries,SE,Other European countries,AT
78,Other European countries,SE,Other European countries,RO
78,Other European countries,TR,Germany,DE
77,Other European countries,AT,Other European countries,FI
77,Other European countries,EE,Other European countries,DK
77,Other European countries,XK,Other European countries,AL
76,Switzerland,CH,Other European countries,SI
75,Switzerland,CH,Other European countries,RS
75,Hungary,HU,Belgium,BE
74,Other European countries,BA,Other European countries,SE
74,Belgium,BE,Other European countries,AT
74,Germany,DE,Other European countries,LT
73,Other European countries,FI,France,FR
73,Other European countries,IE,Other European countries,DK
73,Other European countries,RU,Other European countries,LV
73,Other European countries,UA,Other European countries,LV
72,United Kingdom,GB,Other European countries,GR
72,Other European countries,LU,United Kingdom,GB
72,Other European countries,MD,Other European countries,UA
71,Other European countries,LV,Germany,DE
71,Other European countries,LV,Other European countries,SE
70,Other European countries,DK,Other European countries,SI
70,Spain,ES,Other European countries,LT
70,Other European countries,GR,Other European countries,IT
69,United Kingdom,GB,Other European countries,LV
69,Other European countries,HR,Other European countries,RO
69,Other European countries,UA,Hungary,HU
68,Germany,DE,Other European countries,NO
68,Spain,ES,Other European countries,BG
68,Other European countries,GE,Other European countries,TR
68,Poland,PL,Other European countries,SI
68,Other European countries,Other European countries,Other European countries,FI
67,Other European countries,BA,Other European countries,ME
67,Other European countries,DK,Other European countries,SK
67,United Kingdom,GB,Other European countries,MD
67,Other European countries,GE,Other European countries,UA
67,Other European countries,IT,Other European countries,IL
67,Other European countries,LT,Germany,DE
67,Other European countries,NO,Other European countries,LV
67,Other European countries,Other European countries,Other European countries,RO
66,France,FR,Other European countries,XK
66,Other European countries,HR,Other European countries,XK
66,Other European countries,SK,Other European countries,RO
65,Other European countries,BG,Poland,PL
65,Switzerland,CH,Other European countries,NO
65,Other European countries,CY,Other European countries,SE
65,Other European countries,RS,Other European countries,AT
65,Other European countries,RS,Germany,DE
65,Other European countries,SK,Netherlands,NL
64,Other European countries,GR,Netherlands,NL
64,Other European countries,ME,Other European countries,UA
64,Poland,PL,Other European countries,IE
63,Switzerland,CH,Other European countries,DK
63,Switzerland,CH,Other European countries,LV
63,Other European countries,PT,Switzerland,CH
62,Other European countries,MK,Switzerland,CH
61,Czech Republic,CZ,Other European countries,HR
61,France,FR,Other European countries,SI
61,Other European countries,LI,France,FR
61,Other European countries,NO,Other European countries,RO
60,Germany,DE,Other European countries,RS
60,United Kingdom,GB,Other European countries,EE
60,Other European countries,LT,Other European countries,FI
60,Other European countries,NO,Spain,ES
60,Other European countries,RU,Netherlands,NL
59,Other European countries,IE,Other European countries,AT
59,Other European countries,MK,Other European countries,GR
59,Other European countries,RO,Other European countries,GR
58,Other European countries,BA,Other European countries,IT
58,Czech Republic,CZ,Other European countries,GR
58,Spain,ES,Other European countries,CY
58,Netherlands,NL,Other European countries,LU
58,Other European countries,SK,Other European countries,BG
58,Other European countries,SM,France,FR
58,Other European countries,UA,United Kingdom,GB
57,Other European countries,SM,Germany,DE
56,Other European countries,FI,Czech Republic,CZ
56,Other European countries,TR,Other European countries,CY
55,Other European countries,CY,Other European countries,RO
55,United Kingdom,GB,Other European countries,GE
55,Other European countries,TR,Other European countries,GE
55,Other European countries,TR,Other European countries,IT
54,Czech Republic,CZ,Other European countries,IL
54,Other European countries,IS,Other European countries,FI
54,Other European countries,LT,Other European countries,IT
54,Poland,PL,Other European countries,EE
54,Poland,PL,Other European countries,IS
54,Other European countries,Other European countries,Other European countries,NO
54,Other European countries,Other European countries,Other European countries,PT
53,Other European countries,AZ,Other European countries,FI
53,Other European countries,BA,Other European countries,RU
53,Belgium,BE,Other European countries,SE
53,Switzerland,CH,Other European countries,XK
53,Other European countries,LV,Other European countries,RU
52,Other European countries,AD,Other European countries,IT
52,Other European countries,IE,Other European countries,SK
52,Other European countries,RO,Netherlands,NL
52,Other European countries,UA,Other European countries,DK
52,Other European countries,Other European countries,Switzerland,CH
51,Other European countries,EE,France,FR
51,Spain,ES,Other European countries,TR
51,Other European countries,ME,Other European countries,IT
51,Other European countries,NO,Belgium,BE
51,Other European countries,SI,France,FR
51,Other European countries,SK,Other European countries,FI
51,Other European countries,Other European countries,Netherlands,NL
50,Other European countries,AZ,Other European countries,IT
50,Belgium,BE,Other European countries,PT
50,Other European countries,ME,Other European countries,HR
49,Other European countries,GR,Other European countries,SE
49,Other European countries,IS,Other European countries,IT
49,Other European countries,LU,Other European countries,IT
49,Other European countries,NO,Other European countries,EE
48,Other European countries,DK,Other European countries,GR
48,Other European countries,DK,Other European countries,RO
48,Other European countries,IT,Other European countries,CY
48,Other European countries,RS,Other European countries,XK
47,Belgium,BE,Other European countries,SI
47,Other European countries,CY,Other European countries,UA
47,Other European countries,ME,Hungary,HU
47,Other European countries,Other European countries,Other European countries,SI
46,Czech Republic,CZ,Other European countries,IE
46,Other European countries,IL,United Kingdom,GB
46,Other European countries,NO,Other European countries,SI
45,Belgium,BE,Other European countries,IE
45,Switzerland,CH,Other European countries,IE
45,Other European countries,IE,Other European countries,FI
45,Other European countries,LI,Other European countries,RU
45,Netherlands,NL,Other European countries,BA
44,Other European countries,GE,Germany,DE
44,Other European countries,IS,Belgium,BE
44,Other European countries,PT,Other European countries,FI
44,Other European countries,RO,Other European countries,TR
44,Other European countries,TR,Other European countries,EE
43,Other European countries,AL,Other European countries,XK
43,Other European countries,AT,Other European countries,HR
43,Belgium,BE,Other European countries,HR
43,Belgium,BE,Other European countries,TR
43,Other European countries,LU,Other European countries,AT
43,Other European countries,PT,Other European countries,EE
42,Belgium,BE,Other European countries,FI
42,Other European countries,IT,Other European countries,PT
42,Other European countries,LT,Other European countries,UA
42,Other European countries,NO,Other European countries,BG
42,Other European countries,Other European countries,Other European countries,SE
41,Other European countries,BG,Other European countries,IT
41,Other European countries,DK,Other European countries,TR
41,Other European countries,IL,Other European countries,RU
41,Other European countries,IL,Other European countries,UA
41,Other European countries,SK,Other European countries,LT
40,Other European countries,AT,Other European countries,SE
40,Other European countries,RS,Other European countries,UA
40,Other European countries,SK,Belgium,BE
40,Other European countries,Other European countries,Other European countries,LV
39,Other European countries,LU,Hungary,HU
39,Netherlands,NL,Other European countries,PT
38,Other European countries,BG,France,FR
38,Other European countries,CY,Germany,DE
38,Other European countries,CY,United Kingdom,GB
38,Other European countries,CY,Other European countries,IT
38,Other European countries,FI,Hungary,HU
38,France,FR,Other European countries,IL
38,France,FR,Other European countries,MD
38,Other European countries,GE,Poland,PL
38,Other European countries,IE,Other European countries,LT
38,Other European countries,LV,Spain,ES
37,Other European countries,AM,Other European countries,GE
37,Other European countries,BG,Belgium,BE
37,Other European countries,DK,Other European countries,CY
37,Hungary,HU,Other European countries,IE
37,Other European countries,LI,Other European countries,LU
37,Other European countries,LV,Netherlands,NL
37,Other European countries,NO,Other European countries,IE
37,Other European countries,SK,Other European countries,IL
37,Other European countries,SM,Spain,ES
37,Other European countries,Other European countries,Other European countries,EE
36,Other European countries,CY,Czech Republic,CZ
36,Other European countries,FI,Other European countries,GR
36,Netherlands,NL,Other European countries,AM
36,Netherlands,NL,Other European countries,MD
36,Other European countries,PT,Other European countries,RU
36,Other European countries,RU,Other European countries,DK
36,Other European countries,XK,Other European countries,BG
35,Other European countries,AL,Spain,ES
35,Other European countries,EE,Other European countries,AT
35,Other European countries,IE,Other European countries,SI
35,Other European countries,LI,Other European countries,IT
35,Netherlands,NL,Other European countries,BY
35,Other European countries,SI,Other European countries,FI
35,Other European countries,SI,Other European countries,IE
35,Other European countries,Other European countries,Other European countries,IE
34,Other European countries,EE,Other European countries,IL
34,Other European countries,LV,Other European countries,BY
34,Other European countries,NO,Other European countries,AT
34,Other European countries,RO,Belgium,BE
34,Other European countries,SI,Other European countries,BG
33,Other European countries,EE,Netherlands,NL
33,Other European countries,FI,Other European countries,IS
33,Other European countries,GR,Poland,PL
33,Other European countries,HR,Other European countries,SE
33,Other European countries,IT,Other European countries,EE
33,Other European countries,LI,Other European countries,FI
33,Other European countries,LI,Other European countries,GR
33,Other European countries,LU,Other European countries,RO
33,Other European countries,ME,Other European countries,AL
33,Other European countries,NO,Czech Republic,CZ
33,Poland,PL,Other European countries,CY
33,Other European countries,SE,Other European countries,RS
33,Other European countries,TR,Other European countries,UA
32,Other European countries,BA,Germany,DE
32,Switzerland,CH,Belgium,BE
32,Other European countries,CY,Netherlands,NL
32,Czech Republic,CZ,Other European countries,BG
32,Czech Republic,CZ,Other European countries,RO
32,Germany,DE,Other European countries,BA
32,Other European countries,FI,Other European countries,NO
32,Other European countries,MK,Other European countries,AL
32,Poland,PL,Switzerland,CH
32,Other European countries,RS,Belgium,BE
32,Other European countries,RS,France,FR
32,Other European countries,SE,Other European countries,RU
32,Other European countries,SM,Other European countries,LU
31,Other European countries,IT,Other European countries,MD
31,Other European countries,LV,France,FR
31,Other European countries,ME,Other European countries,XK
31,Other European countries,MT,Germany,DE
31,Netherlands,NL,Other European countries,IE
31,Poland,PL,Other European countries,HR
31,Other European countries,PT,Other European countries,SE
31,Other European countries,RU,France,FR
31,Other European countries,SE,Other European countries,SI
31,Other European countries,TR,Switzerland,CH
31,Other European countries,XK,Other European countries,RO
30,Other European countries,AT,Other European countries,RS
30,Other European countries,BG,Other European countries,FI
30,Spain,ES,Other European countries,RS
30,Other European countries,GR,Other European countries,MK
30,Other European countries,HR,Poland,PL
30,Netherlands,NL,Other European countries,NO
30,Other European countries,SK,Other European countries,HR
29,Czech Republic,CZ,Other European countries,LV
29,Other European countries,DK,Other European countries,HR
29,Other European countries,IS,Netherlands,NL
29,Other European countries,LI,Netherlands,NL
29,Other European countries,LU,Other European countries,BG
29,Other European countries,MK,Other European countries,RO
29,Other European countries,NO,Other European countries,GR
29,Other European countries,RO,United Kingdom,GB
29,Other European countries,SM,Poland,PL
28,Other European countries,AT,Belgium,BE
28,France,FR,Other European countries,EE
28,Other European countries,HR,Other European countries,BG
28,Poland,PL,Other European countries,GR
28,Other European countries,RO,Other European countries,NO
28,Other European countries,SE,Other European countries,IE
28,Other European countries,SI,Netherlands,NL
28,Other European countries,SK,United Kingdom,GB
28,Other European countries,UA,Other European countries,FI
28,Other European countries,UA,Other European countries,RO
28,Other European countries,Other European countries,Czech Republic,CZ
27,Other European countries,AD,Other European countries,RO
27,Other European countries,AL,Other European countries,IT
27,Other European countries,AT,Spain,ES
27,Other European countries,BY,United Kingdom,GB
27,Spain,ES,Other European countries,BY
27,Hungary,HU,Other European countries,BY
27,Other European countries,IE,Other European countries,LV
27,Other European countries,IE,Other European countries,MT
27,Other European countries,LU,Other European countries,RU
27,Other European countries,RU,Other European countries,FI
27,Other European countries,RU,Poland,PL
26,Other European countries,AD,Other European countries,EE
26,Other European countries,AM,Other European countries,IT
26,Other European countries,BG,Germany,DE
26,Spain,ES,Other European countries,MT
26,Other European countries,RO,Other European countries,IL
26,Other European countries,RU,Other European countries,IL
26,Other European countries,SE,Other European countries,GR
26,Other European countries,SK,Spain,ES
25,Belgium,BE,Czech Republic,CZ
25,Belgium,BE,Other European countries,MT
25,Other European countries,BG,Other European countries,RS
25,Other European countries,CY,France,FR
25,Czech Republic,CZ,Other European countries,LT
25,Other European countries,IE,Other European countries,PT
25,Other European countries,IS,Switzerland,CH
25,Other European countries,LT,United Kingdom,GB
24,Other European countries,BA,Belgium,BE
24,Other European countries,BA,Other European countries,MK
24,Other European countries,BA,Netherlands,NL
24,Belgium,BE,Other European countries,NO
24,Germany,DE,Other European countries,BY
24,Hungary,HU,Other European countries,EE
24,Other European countries,IE,Other European countries,BG
24,Other European countries,IS,Other European countries,RU
24,Other European countries,LI,Czech Republic,CZ
24,Other European countries,LU,Other European countries,GR
24,Other European countries,LU,Poland,PL
24,Other European countries,MK,Belgium,BE
24,Netherlands,NL,Other European countries,BG
24,Other European countries,PT,Other European countries,IE
24,Other European countries,Other European countries,Other European countries,IL
23,Other European countries,BY,Other European countries,LV
23,Other European countries,FI,Other European countries,IE
23,Other European countries,MK,Hungary,HU
23,Poland,PL,Other European countries,TR
23,Other European countries,RO,Other European countries,RU
23,Other European countries,SE,Other European countries,SK
23,Other European countries,TR,Hungary,HU
22,Other European countries,GR,Other European countries,UA
22,Other European countries,HR,Switzerland,CH
22,Other European countries,HR,Other European countries,MK
22,Other European countries,IL,Other European countries,SE
22,Other European countries,IT,Other European countries,MT
